,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
6495,14248,2012-08-21,3,1,8,20,0,2,1,1,0.64,0.6061,0.73,0.0,62,296,358
6496,16359,2012-11-19,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663
6497,4453,2011-07-09,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,87,177,264
6498,16365,2012-11-19,4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217
6499,2298,2011-04-10,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281
6500,9748,2012-02-16,1,1,2,2,0,4,1,2,0.3,0.3182,0.7,0.0896,1,6,7
6501,719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49
6502,147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134
6503,1701,2011-03-16,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,23,65,88
6504,1173,2011-02-21,1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87
6505,15253,2012-10-02,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,38,677,715
6506,10192,2012-03-05,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387
6507,1686,2011-03-15,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,9,79,88
6508,16950,2012-12-14,4,1,12,0,0,5,1,1,0.22,0.2576,0.64,0.0896,4,43,47
6509,8174,2011-12-12,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0.0,0,21,21
6510,15685,2012-10-20,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731
6511,12010,2012-05-20,2,1,5,14,0,0,0,1,0.72,0.6515,0.39,0.3881,236,307,543
6512,13995,2012-08-11,3,1,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62
6513,2855,2011-05-03,2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194,28,262,290
6514,16170,2012-11-11,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504
6515,3479,2011-05-29,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,91,128,219
6516,1840,2011-03-22,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159,178
6517,290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52
6518,16211,2012-11-13,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9
6519,10364,2012-03-12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133
6520,10967,2012-04-07,2,1,4,2,0,6,0,1,0.36,0.3333,0.29,0.3582,11,25,36
6521,8349,2011-12-19,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284,13,128,141
6522,16357,2012-11-19,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131
6523,6836,2011-10-17,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206
6524,9566,2012-02-08,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138
6525,6702,2011-10-11,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,318
6526,10107,2012-03-02,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0.0,0,2,2
6527,6783,2011-10-15,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,6
6528,544,2011-01-24,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106
6529,14423,2012-08-29,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9
6530,15366,2012-10-07,4,1,10,10,0,0,0,2,0.42,0.4242,0.67,0.194,41,144,185
6531,1017,2011-02-15,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19
6532,12105,2012-05-24,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,69,233,302
6533,3331,2011-05-23,2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,56,223,279
6534,2877,2011-05-04,2,0,5,18,0,3,1,1,0.42,0.4242,0.67,0.2537,29,367,396
6535,6456,2011-10-01,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125
6536,12630,2012-06-15,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216
6537,2522,2011-04-19,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52
6538,10416,2012-03-15,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19
6539,15817,2012-10-26,4,1,10,5,0,5,1,2,0.52,0.5,0.88,0.1045,3,47,50
6540,2152,2011-04-04,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157
6541,10015,2012-02-27,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280
6542,11896,2012-05-15,2,1,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343,30,233,263
6543,4592,2011-07-15,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,7,16,23
6544,5044,2011-08-03,3,0,8,1,0,3,1,2,0.78,0.7121,0.52,0.1642,7,9,16
6545,9842,2012-02-20,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41
6546,15903,2012-10-31,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337
6547,11859,2012-05-14,2,1,5,7,0,1,1,3,0.52,0.5,0.94,0.194,3,72,75
6548,13562,2012-07-24,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,17,173,190
6549,10662,2012-03-25,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,89
6550,9578,2012-02-09,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26
6551,16368,2012-11-19,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619
6552,15255,2012-10-02,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,27,368,395
6553,17286,2012-12-28,1,1,12,2,0,5,1,1,0.24,0.2273,0.6,0.2537,0,5,5
6554,2871,2011-05-04,2,0,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,19,105,124
6555,6755,2011-10-14,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39
6556,7862,2011-11-29,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22
6557,10485,2012-03-17,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185
6558,4015,2011-06-21,3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,2,7,9
6559,9197,2012-01-24,1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,2,6,8
6560,2431,2011-04-16,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5
6561,8417,2011-12-22,1,0,12,8,0,4,1,2,0.36,0.3788,0.87,0.0,10,333,343
6562,2988,2011-05-09,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,36,142,178
6563,7470,2011-11-12,4,0,11,20,0,6,0,1,0.42,0.4242,0.5,0.2836,31,101,132
6564,1415,2011-03-04,1,0,3,5,0,5,1,2,0.16,0.1818,0.74,0.1343,0,7,7
6565,11363,2012-04-23,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112
6566,11916,2012-05-16,2,1,5,16,0,3,1,1,0.72,0.6515,0.45,0.1045,70,376,446
6567,1445,2011-03-05,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,43,116,159
6568,10357,2012-03-12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233
6569,13448,2012-07-19,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,274
6570,8084,2011-12-08,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6,100,106
6571,14185,2012-08-19,3,1,8,5,0,0,0,2,0.6,0.5909,0.73,0.1343,3,8,11
6572,13223,2012-07-10,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3
6573,12148,2012-05-26,2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,38,103,141
6574,2279,2011-04-09,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130
6575,7647,2011-11-20,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,0,4,4
6576,15394,2012-10-08,4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,121,299,420
6577,17322,2012-12-29,1,1,12,14,0,6,0,2,0.24,0.2424,0.87,0.0896,10,88,98
6578,15833,2012-10-26,4,1,10,21,0,5,1,2,0.54,0.5152,0.77,0.1343,40,252,292
6579,6116,2011-09-17,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,32,145,177
6580,3306,2011-05-22,2,0,5,15,0,0,0,2,0.66,0.6212,0.61,0.1642,110,221,331
6581,16059,2012-11-06,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371
6582,16822,2012-12-08,4,1,12,16,0,6,0,1,0.42,0.4242,0.82,0.1642,139,368,507
6583,5911,2011-09-08,3,0,9,19,0,4,1,3,0.62,0.5152,1.0,0.3284,1,51,52
6584,11668,2012-05-06,2,1,5,8,0,0,0,2,0.5,0.4848,0.88,0.1343,23,91,114
6585,12279,2012-05-31,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,104,487,591
6586,16313,2012-11-17,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320
6587,4845,2011-07-25,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533
6588,6248,2011-09-22,3,0,9,21,0,4,1,2,0.64,0.5758,0.89,0.0896,27,194,221
6589,14463,2012-08-30,3,1,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343,78,532,610
6590,4621,2011-07-16,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,322
6591,9203,2012-01-24,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479,490
6592,12081,2012-05-23,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,69,201,270
6593,1485,2011-03-07,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,0,1,1
6594,3337,2011-05-23,2,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,25,106,131
6595,11299,2012-04-20,2,1,4,23,0,5,1,1,0.52,0.5,0.72,0.1343,31,156,187
6596,16185,2012-11-12,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20
6597,13869,2012-08-06,3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11
6598,10474,2012-03-17,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651
6599,14153,2012-08-17,3,1,8,21,0,5,1,2,0.68,0.2424,0.69,0.2985,57,198,255
6600,2205,2011-04-06,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356
6601,15156,2012-09-28,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502
6602,10073,2012-02-29,1,1,2,18,0,3,1,3,0.4,0.4091,0.87,0.0,11,181,192
6603,8534,2011-12-27,1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80
6604,14424,2012-08-29,3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,2,8,10
6605,8877,2012-01-10,1,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,14,446,460
6606,3826,2011-06-13,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328
6607,10170,2012-03-04,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132
6608,3212,2011-05-18,2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,78,487,565
6609,3063,2011-05-12,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207
6610,16411,2012-11-21,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.194,74,270,344
6611,1917,2011-03-25,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122
6612,1705,2011-03-16,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,30,121,151
6613,17101,2012-12-20,4,1,12,7,0,4,1,2,0.3,0.3333,0.7,0.0,4,346,350
6614,11405,2012-04-25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321
6615,13877,2012-08-06,3,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642,28,248,276
6616,12890,2012-06-26,3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188
6617,3072,2011-05-12,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223
6618,7752,2011-11-24,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168
6619,14297,2012-08-23,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,53,276,329
6620,1095,2011-02-18,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272
6621,4549,2011-07-13,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,33,80,113
6622,8585,2011-12-29,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122
6623,9812,2012-02-18,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246
6624,557,2011-01-25,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144
6625,9603,2012-02-10,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13
6626,7125,2011-10-29,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27
6627,9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275
6628,15359,2012-10-07,4,1,10,3,0,0,0,2,0.44,0.4394,0.62,0.1343,5,17,22
6629,9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0.0,15,223,238
6630,13452,2012-07-19,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,358
6631,15281,2012-10-03,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0.0,14,195,209
6632,7524,2011-11-15,4,0,11,2,0,2,1,1,0.56,0.5303,0.64,0.2537,7,8,15
6633,14414,2012-08-28,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,82,736,818
6634,17094,2012-12-20,4,1,12,0,0,4,1,1,0.32,0.3333,0.61,0.1343,2,40,42
6635,900,2011-02-09,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.194,0,37,37
6636,11809,2012-05-12,2,1,5,5,0,6,0,1,0.42,0.4242,0.67,0.1343,5,8,13
6637,4474,2011-07-10,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,38,65
6638,1353,2011-03-01,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0.0,7,57,64
6639,12708,2012-06-18,2,1,6,16,0,1,1,2,0.6,0.5909,0.73,0.194,53,279,332
6640,16048,2012-11-06,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,588
6641,2131,2011-04-03,2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0.0,174,118,292
6642,6817,2011-10-16,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258,462
6643,15683,2012-10-20,4,1,10,15,0,6,0,1,0.56,0.5303,0.43,0.0,308,403,711
6644,16496,2012-11-25,4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.194,4,32,36
6645,7891,2011-11-30,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110
6646,11858,2012-05-14,2,1,5,6,0,1,1,3,0.52,0.5,0.94,0.2985,3,62,65
6647,5245,2011-08-11,3,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132
6648,15844,2012-10-27,4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,26,187,213
6649,2139,2011-04-03,2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31
6650,718,2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18
6651,4250,2011-06-30,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126
6652,15738,2012-10-22,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,25,158,183
6653,5879,2011-09-07,3,0,9,10,0,3,1,3,0.6,0.5455,0.88,0.1343,3,63,66
6654,4078,2011-06-23,3,0,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,56,344,400
6655,14256,2012-08-22,3,1,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,1,7,8
6656,7494,2011-11-13,4,0,11,20,0,0,0,1,0.5,0.4848,0.31,0.3582,24,115,139
6657,6040,2011-09-14,3,0,9,5,0,3,1,1,0.58,0.5455,0.88,0.1045,1,30,31
6658,12499,2012-06-09,2,1,6,23,0,6,0,1,0.68,0.6364,0.61,0.1642,69,161,230
6659,9848,2012-02-20,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44
6660,11250,2012-04-18,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,9,153,162
6661,49,2011-01-03,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2
6662,12409,2012-06-06,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0.0,1,37,38
6663,11657,2012-05-05,2,1,5,21,0,6,0,2,0.58,0.5455,0.78,0.2239,86,183,269
6664,9888,2012-02-22,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24
6665,225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45
6666,12110,2012-05-24,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,118,634,752
6667,2135,2011-04-03,2,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,51,93,144
6668,11503,2012-04-29,2,1,4,11,0,0,0,1,0.46,0.4545,0.51,0.0,128,283,411
6669,7893,2011-11-30,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160
6670,5783,2011-09-03,3,0,9,9,0,6,0,2,0.66,0.6212,0.69,0.2537,83,118,201
6671,3644,2011-06-05,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390
6672,5659,2011-08-29,3,0,8,5,0,1,1,1,0.56,0.5303,0.73,0.1343,0,17,17
6673,1496,2011-03-07,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,26,96,122
6674,10880,2012-04-03,2,1,4,11,0,2,1,1,0.48,0.4697,0.23,0.0,91,167,258
6675,13184,2012-07-08,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376
6676,15551,2012-10-15,4,1,10,3,0,1,1,2,0.56,0.5303,0.73,0.2537,2,2,4
6677,15045,2012-09-24,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343,6,12,18
6678,4155,2011-06-27,3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,7,25,32
6679,9880,2012-02-21,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254
6680,11843,2012-05-13,2,1,5,15,0,0,0,1,0.72,0.6515,0.45,0.3582,190,309,499
6681,1584,2011-03-11,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81
6682,1593,2011-03-11,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,6,70,76
6683,13975,2012-08-10,3,1,8,11,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251
6684,4498,2011-07-11,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,28,289,317
6685,3998,2011-06-20,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,27,67,94
6686,4210,2011-06-29,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336
6687,2002,2011-03-29,2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46,50
6688,8494,2011-12-25,1,0,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86
6689,4200,2011-06-28,3,0,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31,164,195
6690,14494,2012-09-01,3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61,69
6691,10447,2012-03-16,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312
6692,5786,2011-09-03,3,0,9,12,0,6,0,1,0.7,0.6515,0.61,0.2239,97,160,257
6693,6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129
6694,11821,2012-05-12,2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,233,343,576
6695,774,2011-02-04,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99
6696,11277,2012-04-20,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.194,3,22,25
6697,12998,2012-06-30,3,1,6,18,0,6,0,1,0.88,0.7879,0.35,0.0,91,248,339
6698,10669,2012-03-25,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421
6699,691,2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2
6700,15744,2012-10-23,4,1,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,1,6,7
6701,3196,2011-05-18,2,0,5,1,0,3,1,2,0.54,0.5152,0.88,0.2537,3,9,12
6702,5588,2011-08-25,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0.0,28,284,312
6703,4122,2011-06-25,3,0,6,15,0,6,0,1,0.74,0.6667,0.45,0.0,157,235,392
6704,3254,2011-05-20,2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,63,133,196
6705,4629,2011-07-16,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243,428
6706,7073,2011-10-27,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137
6707,15454,2012-10-11,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,4,7,11
6708,2101,2011-04-02,2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,22,65,87
6709,7762,2011-11-25,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29
6710,78,2011-01-04,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100
6711,1001,2011-02-14,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256
6712,2138,2011-04-03,2,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,7,29,36
6713,6873,2011-10-18,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137
6714,9929,2012-02-23,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610
6715,13127,2012-07-06,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7
6716,15737,2012-10-22,4,1,10,21,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174
6717,12245,2012-05-30,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305
6718,3655,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8
6719,13763,2012-08-01,3,1,8,15,0,3,1,1,0.82,0.7576,0.46,0.1642,89,206,295
6720,7426,2011-11-11,4,0,11,0,1,5,0,1,0.34,0.3182,0.53,0.2537,10,56,66
6721,1638,2011-03-13,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,55,92,147
6722,2224,2011-04-07,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0.0,39,114,153
6723,4501,2011-07-11,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,44,73,117
6724,373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17
6725,4893,2011-07-27,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541
6726,9069,2012-01-18,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,8,347,355
6727,6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142
6728,7362,2011-11-08,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,11,455,466
6729,52,2011-01-03,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30
6730,5936,2011-09-09,3,0,9,20,0,5,1,1,0.64,0.5606,0.94,0.0896,30,180,210
6731,4333,2011-07-04,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280
6732,10634,2012-03-24,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7
6733,4180,2011-06-28,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0,5,8,13
6734,14985,2012-09-21,3,1,9,13,0,5,1,1,0.7,0.6515,0.54,0.1642,105,316,421
6735,13076,2012-07-04,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159
6736,14513,2012-09-01,3,1,9,21,0,6,0,3,0.64,0.5758,0.89,0.0,21,83,104
6737,8848,2012-01-09,1,1,1,11,0,1,1,2,0.26,0.2879,0.56,0.0896,6,82,88
6738,10939,2012-04-05,2,1,4,22,0,4,1,1,0.4,0.4091,0.47,0.194,20,129,149
6739,15214,2012-10-01,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,6,6,12
6740,7562,2011-11-16,4,0,11,16,0,3,1,3,0.48,0.4697,0.94,0.1045,13,110,123
6741,1962,2011-03-27,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147
6742,10512,2012-03-19,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8
6743,8392,2011-12-21,1,0,12,7,0,3,1,2,0.36,0.3636,0.87,0.1045,5,224,229
6744,7114,2011-10-29,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19
6745,7106,2011-10-28,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,46,262,308
6746,11414,2012-04-25,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709
6747,9118,2012-01-20,1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,6,186,192
6748,14765,2012-09-12,3,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.1343,50,278,328
6749,15378,2012-10-07,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,7,72,79
6750,11727,2012-05-08,2,1,5,19,0,2,1,2,0.64,0.6061,0.69,0.2836,59,399,458
6751,2722,2011-04-28,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,14,201,215
6752,2743,2011-04-29,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,0,6,6
6753,283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3
6754,6020,2011-09-13,3,0,9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,35,179,214
6755,2543,2011-04-20,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225
6756,2378,2011-04-13,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62
6757,6907,2011-10-20,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,223
6758,4911,2011-07-28,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186
